t,intr_x,intr_y,intr_z,def0_x,def0_y,def0_z,def1_x,def1_y,def1_z,event
15.3,-1498.875,-3.764984768395152e-08,-648.1864013671875,-52.325740814208984,-4.486265659332275,-2.9780876636505127,-52.405731201171875,4.1429443359375,-2.93819522857666,
15.4,-1518.85791015625,-3.9350936731352704e-08,-657.1787109375,-52.679744720458984,-4.48601770401001,-2.9777636528015137,-52.795135498046875,4.141736030578613,-2.9378387928009033,
15.5,-1528.5390625,-4.07996409990119e-08,-661.317626953125,-53.04259490966797,-4.485780715942383,-2.977431058883667,-53.12258529663086,4.140730381011963,-2.9375383853912354,
15.600000000000001,-1527.920166015625,-4.1996766952934195e-08,-660.60302734375,-53.43199920654297,-4.485528945922852,-2.97707462310791,-53.51198959350586,4.1395344734191895,-2.9371819496154785,
15.700000000000001,-1537.8551025390625,-4.257522334683017e-08,-665.0355224609375,-53.67980194091797,-4.485368728637695,-2.9768474102020264,-53.75979232788086,4.138783931732178,-2.936954975128174,
15.8,-1558.2647705078125,-4.284990140490663e-08,-674.5230102539062,-53.794857025146484,-4.485293865203857,-2.9767425060272217,-53.90139389038086,4.138356685638428,-2.9368247985839844,
15.9,-1558.012939453125,-4.3202199151437526e-08,-674.231689453125,-53.96300506591797,-4.485185623168945,-2.976588010787964,-54.04299545288086,4.137929439544678,-2.936694860458374,
16.0,-1578.0303955078125,-4.3905988178494226e-08,-683.2637329101562,-54.308162689208984,-4.484962463378906,-2.976271867752075,-54.388153076171875,4.136888027191162,-2.9363787174224854,
16.1,-1587.7318115234375,-4.441550416345308e-08,-687.4219360351562,-54.662166595458984,-4.484733581542969,-2.975947856903076,-54.742156982421875,4.135833263397217,-2.9360551834106445,
16.2,-1587.133544921875,-4.4680721345002894e-08,-686.72607421875,-55.04271697998047,-4.484487533569336,-2.9755992889404297,-55.12270736694336,4.134705543518066,-2.93570613861084,
16.3,-1607.134765625,-4.469630709991179e-08,-695.7366943359375,-55.387874603271484,-4.484264373779297,-2.975283145904541,-55.467864990234375,4.133690357208252,-2.935389995574951,
16.400000000000002,-1616.85107421875,-4.445516665896321e-08,-699.9122314453125,-55.75072479248047,-4.484029769897461,-2.9749505519866943,-55.83071517944336,4.13263463973999,-2.9350578784942627,
16.5,-1616.2508544921875,-4.3962380402717827e-08,-699.2160034179688,-56.14012908935547,-4.48377799987793,-2.9745941162109375,-56.22011947631836,4.131502151489258,-2.934701442718506,
16.6,-1636.23388671875,-4.320695978776712e-08,-708.208251953125,-56.485286712646484,-4.483554363250732,-2.974277973175049,-56.60952377319336,4.13038969039917,-2.934344530105591,
16.7,-1635.66259765625,-4.226631489245847e-08,-707.5486450195312,-56.84813690185547,-4.483320236206055,-2.9739458560943604,-56.92812728881836,4.129480361938477,-2.9340527057647705,
16.8,-1645.37548828125,-4.108921913825725e-08,-711.7246704101562,-57.18444061279297,-4.483102798461914,-2.973637580871582,-57.26443099975586,4.1285247802734375,-2.933744430541992,
